"poddany	c	0	-1	-1	-4.6"
"przewraĹĽliwiony	m	1	1	-2	-3.6"
"cudzoziemiec	c	0	0	0	-2.6"
"przekonywaÄ‡	m	1	1	0	-1.8"
"skrupuĹ‚	c	1	1	1	-3.0"
"klatka	c	0	1	0	-3.5"
"piÄ™knoĹ›Ä‡	c	0	-1	0	-0.6"
"osiÄ…gnÄ…Ä‡	c	0	0	0	3.3"
"umiÄ™Ĺ›niony	m	1	-1	-1	-1.0"
"telewizor	c	0	-1	1	-0.5"
"ciÄ…gnÄ…Ä‡	c	1	1	0	-2.0"
"przeraziÄ‡	c	1	1	0	-2.0"
"ciemnobrÄ…zowy	m	0	0	0	-1.0"
"moĹĽny	c	1	-1	1	-2.0"
"ogoliÄ‡	c	1	-1	0	0.5"
"dochodowy	m	0	-1	0	-1.5"
"piosenka	c	1	1	0	4.9"
"rzÄ…d	c	0	0	-1	-2.2"
"towarzystwo	c	0	0	0	3.2"
"opcja	c	0	1	0	0.4"
"szklarnia	c	0	-1	1	-0.0"
"delikatny	m	1	1	-1	-1.9"
"oznaczaÄ‡	c	1	1	2	-2.5"
"nieobliczalny	c	0	0	1	1.5"
"omylny	c	1	1	-2	-1.0"
"przebiÄ‡	c	1	-1	2	-2.2"
"wiedza	c	0	1	0	2.6"
"niewystarczajÄ…cy	c	0	0	-1	-3.6"
"pracownik	c	0	1	-1	1.3"
"zwrot	c	0	0	0	-4.4"
"satysfakcja	c	1	1	0	2.9"
"zdziwiÄ‡	c	1	1	0	3.3"
"pĹ‚yn	c	0	0	0	-7.0"
"precyzyjnie	m	1	1	1	-1.5"
"ruchliwy	m	1	1	1	-6.0"
"sklepik	c	0	1	0	-2.0"
"stowarzyszyÄ‡	c	1	1	0	-1.0"
"miasto	c	0	0	0	7.1"
"korupcja	c	0	-1	0	-1.6"
"odtĹ‚uszczaÄ‡	c	1	-1	0	-1.0"
"pierĹ›	c	1	-1	-1	-2.5"
"nieciekawy	c	1	-1	-2	1.0"
"zadanie	c	0	1	1	-1.6"
"prawdopodobny	m	1	-1	0	-2.6"
"caĹ‚kowicie	m	0	1	0	3.6"
"nisko	m	0	0	0	-2.3"
"upolityczniÄ‡	c	0	1	0	-1.0"
"perfidnie	m	1	-1	-2	-1.0"
"niezapomniany	c	1	1	1	4.1"
"stromy	m	1	1	0	-2.6"
"polsat	c	1	1	0	-1.0"
"oczywisty	m	0	0	0	-6.1"
"wliczaÄ‡	c	0	0	0	-1.0"
"dobrany	m	0	1	0	-0.8"
"cudowny	m	1	1	0	4.7"
"wiosna	c	0	0	0	3.5"
"refren	c	0	0	0	-1.0"
"wyrzucaÄ‡	c	1	-1	0	-4.4"
"miejscowy	c	1	1	1	-1.9"
"cios	c	1	-1	-1	-11.4"
"pentagram	c	1	0	-1	-0.0"
"prezent	c	1	1	0	2.3"
"sĹ‚ony	m	1	-1	0	-6.0"
"miliard	c	0	1	0	-5.6"
"niesĹ‚ychanie	c	0	0	0	-4.2"
"urwany	m	0	0	0	-1.0"
"wygodny	m	1	1	1	6.3"
"wykrywalny	m	0	0	0	-1.0"
"chwilowy	c	1	1	0	-1.5"
"dmowski	c	1	1	0	-1.0"
"przyjazny	m	1	1	1	2.5"
"oparty	m	1	1	0	-1.0"
"wpadka	c	0	-1	-1	-5.5"
"tajemnica	c	1	1	1	0.5"
"poszukiwaÄ‡	c	0	1	1	3.6"
"zatrudniaÄ‡	c	0	1	1	-3.0"
"naukowy	c	1	1	2	4.5"
"forsa	c	1	-1	0	-2.8"
"radykalny	m	1	1	1	-5.7"
"ksiÄ™ga	c	0	0	0	2.5"
"regulowaÄ‡	c	0	1	0	-8.1"
"wyciÄ…gnÄ…Ä‡	c	1	-1	-1	-3.2"
"iloĹ›ciowo	m	0	-1	0	-1.0"
"sterowaÄ‡	c	1	1	1	-1.8"
"otworzyÄ‡	c	1	1	0	3.8"
"mĹ‚ody	m	1	1	1	6.2"
"zieleĹ„	c	1	-1	-1	5.2"
"spodnie	c	0	0	0	-0.6"
"pretensja	c	1	-1	0	-1.9"
"trzykrotny	m	0	0	0	-3.6"
"grzelak	c	1	1	0	-1.0"
"wyĹ‚Ä…cznie	m	0	0	0	5.0"
"zjebaÄ‡	c	1	-1	0	-1.0"
"ukrywaÄ‡	c	1	-1	-1	1.6"
"jedwabisty	m	1	1	1	-1.0"
"zniszczalny	m	1	-1	-1	-1.0"
"regularny	m	0	1	-1	-4.0"
"rozwiÄ…zaÄ‡	c	0	0	0	-1.8"
"woda	c	1	-1	1	4.5"
"merytorycznie	m	1	1	0	-1.0"
"Ĺ›miesznie	m	1	1	-1	-0.5"
"intensywnie	m	1	1	0	-9.1"
"zastrzec	c	0	0	0	-1.0"
"deszcz	c	0	-1	-1	0.9"
"sklep	c	0	0	0	4.3"
"prostolinijny	m	1	-1	-1	-1.0"
"kumaty	m	1	1	0	-1.0"
"zobaczyÄ‡	c	1	-1	1	5.1"
"miesiÄ…c	c	1	1	0	4.6"
"odĹ›wieĹĽyÄ‡	c	1	0	-1	0.5"
"przeszĹ‚oĹ›Ä‡	c	0	1	0	-0.1"
"ciasny	m	0	1	-1	-1.0"
"forum	c	0	1	0	-0.2"
"wspĂłĹ‚udziaĹ‚	c	1	-1	0	-1.0"
"ostatnio	c	0	0	0	2.2"
"dĹ‚uuugi	m	1	1	0	-1.0"
"kilkakrotnie	c	0	0	0	-4.0"
"trafny	m	1	1	1	-1.6"
"dziewczÄ™cy	m	1	1	0	-1.0"
"czyniÄ‡	c	0	1	1	4.9"
"serce	c	1	1	0	4.2"
"znaczny	m	0	1	-1	-2.4"
"dziewczÄ™co	m	1	1	2	-1.0"
"romantycznie	m	1	-1	-1	-1.0"
"Ĺ‚aciĹ„ski	c	0	1	1	-0.6"
"przyszĹ‚oĹ›Ä‡	c	0	0	0	2.6"
"zaĹ‚oĹĽenie	c	1	1	0	-1.1"
"okrutnie	m	1	-1	-2	-3.6"
"naleĹĽyty	c	0	-1	0	1.1"
"swĂłj	m	0	1	0	6.2"
"opakowanie	c	0	1	0	0.3"
"intuicyjny	m	1	1	0	1.5"
"kupujÄ…cy	c	0	0	0	-0.0"
"pompatyczny	m	1	-1	-1	-1.0"
"interakcja	c	0	0	0	-3.0"
"ograniczony	c	1	0	0	-5.2"
"liryczny	m	1	1	0	-0.8"
"przepyszny	m	1	1	0	-1.0"
"niewykonalny	c	1	-1	-1	-1.0"
"medium	c	1	1	-2	1.1"
"terapia	c	1	1	-2	-9.0"
"godzina	c	0	0	0	-0.5"
"sauna	c	1	1	0	-1.0"
"klasyka	c	0	-1	0	0.5"
"znak	c	0	1	0	2.5"
"bezinteresowny	m	1	1	0	8.4"
"wejĹ›Ä‡	c	0	0	0	0.2"
"maszyna	c	0	-1	0	-1.8"
"polakoĹĽerca	c	1	1	-1	-1.0"
"natchniony	m	1	1	1	-0.5"
"burza	c	0	1	0	-2.4"
"powiÄ™kszyÄ‡	c	0	1	0	-1.0"
"tchĂłrzliwy	m	1	-1	-1	-3.0"
"poradnik	c	0	0	0	-2.6"
"ponur	m	1	1	0	-3.0"
"dodatkowy	c	0	1	0	-3.6"
"kretyn	c	1	1	0	-2.0"
"czĹ‚onek	c	1	-1	-2	-1.3"
"kontent	c	1	1	0	-1.0"
"wart	m	0	-1	0	1.6"
"ujÄ…Ä‡	c	1	1	0	-0.2"
"rĂłwny	m	0	-1	0	2.0"
"logiczny	c	1	1	0	-1.6"
"Ĺ‚atwa	c	1	1	0	-1.0"
"berlin	c	1	1	0	-1.0"
"wysypka	c	1	-1	0	-4.6"
"nigdy	m	0	0	0	4.0"
"dodatkowo	c	0	0	0	-4.6"
"europocentryczny	m	0	0	0	-1.0"
"Ĺ›cisnÄ…Ä‡	c	1	-1	-1	-4.5"
"lustrzanka	c	0	1	0	-1.0"
"dziewczyna	c	1	-1	-2	3.2"
"temat	c	1	0	2	3.7"
"Ĺ›wietny	m	1	1	1	6.1"
"bĹ‚onnik	c	0	0	0	-1.0"
"obdarzaÄ‡	c	1	1	0	-0.3"
"koda	c	0	0	0	-2.0"
"modyfikowaÄ‡	c	0	-1	0	-3.6"
"dokument	c	0	0	2	-4.2"
"dobraÄ‡	c	0	-1	0	0.3"
"kamera	c	1	-1	-1	0.1"
"olej	c	0	0	0	-2.4"
"zatrzymaÄ‡	c	0	0	-1	-2.3"
"futurystyczny	m	1	1	0	-1.0"
"informowaÄ‡	c	1	0	0	-4.1"
"Ĺ‚ojotok	c	1	1	-1	-1.0"
"wilno	c	1	1	0	-1.0"
"sielski	m	0	1	2	-3.0"
"modny	m	1	1	0	0.5"
"kosmiczny	c	1	-1	0	-5.0"
"wiecznie	m	0	1	1	0.6"
"doskonaĹ‚y	m	1	1	0	4.6"
"ewakuacja	c	0	1	0	-1.0"
"spotkanie	c	0	0	0	5.3"
"wyznaczyÄ‡	c	0	0	0	-2.6"
"dziedzina	c	0	1	0	0.6"
"klapa	c	1	1	-2	-4.0"
"wszechmocny	m	0	1	-1	1.0"
"podstawowy	m	0	0	0	0.6"
"winny	c	0	-1	1	-1.6"
"wizyta	c	0	1	0	1.0"
"pÄ™dzelka	c	1	1	0	-1.0"
"wytrysk	c	1	-1	0	-5.2"
"gwarancja	c	1	1	1	-2.6"
"wartoĹ›ciowy	m	1	1	0	0.2"
"naĹ‚oĹĽyÄ‡	c	0	-1	-2	-4.8"
"seksownie	m	1	1	2	-1.0"
"szelka	c	0	1	0	-1.0"
"wglÄ…d	c	0	-1	-1	-2.0"
"palenisko	c	1	1	-1	-0.0"
"szary	m	1	-1	-1	-3.5"
"lesbijka	c	1	-1	0	-0.0"
"nadprzyrodzony	m	1	-1	-1	-0.0"
"poddaÄ‡	c	0	1	0	-5.3"
"komunista	c	1	-1	0	-0.4"
"makaron	c	1	-1	-1	-1.0"
"podmiot	c	0	1	0	-1.2"
"smaczny	m	1	1	2	1.0"
"michaĹ‚	c	1	1	0	-1.0"
"pocieszyÄ‡	m	1	1	1	-1.8"
"zadecydowaÄ‡	c	0	0	0	-1.5"
"boczek	c	0	0	0	-0.0"
"karpaty	c	1	1	0	-1.0"
"wycofywaÄ‡	c	1	1	1	-5.6"
"radosny	m	1	1	0	-0.9"
"fryzjerka	c	1	1	1	-1.0"
"wypowiedĹş	c	0	0	0	1.3"
"miĹ‚y	m	1	1	2	6.8"
"bydgoszcz	c	1	1	0	-1.0"
"dosadziÄ‡	c	0	1	2	-1.0"
"fizjologiczny	m	0	0	0	-6.1"
"wizjoner	c	0	0	1	-2.0"
"miĹ‚o	c	1	0	1	7.5"
"wino	c	0	1	-1	0.4"
"konstytucja	c	1	1	0	-1.0"
"wymyĹ›liÄ‡	c	1	-1	0	5.4"
"niebo	c	0	0	1	3.9"
"nienaruszony	c	0	0	0	-1.0"
"zablokowaÄ‡	c	0	1	1	-5.9"
"zyskowny	m	1	1	1	-2.0"
"szok	c	0	0	0	-2.4"
"pomyĹ‚ka	c	1	1	1	-5.7"
"pociÄ…gajÄ…cy	m	1	1	1	1.1"
"purytaĹ„ski	m	1	1	-1	-1.0"
"odprowadzaÄ‡	c	1	0	0	-2.0"
"zabawka	c	1	-1	-1	6.2"
"makieta	c	0	1	0	-1.0"
"ustalaÄ‡	c	0	0	0	-4.4"
"widocznie	c	1	0	2	-6.2"
"pragnienie	c	1	1	0	2.8"
"blokowaÄ‡	c	1	-1	0	-3.4"
"ufundowaÄ‡	c	1	0	0	4.1"
"samolot	c	1	1	0	-2.2"
"sztab	c	1	1	2	-1.5"
"dostÄ™pny	m	1	1	0	-2.7"
"garbaty	m	1	-1	-1	-2.0"
"praktyczny	m	1	1	-1	0.7"
"artystyczny	m	1	1	1	8.1"
"potrzebny	m	1	1	1	4.8"
"niemaĹ‚o	c	1	1	-1	0.5"
"piotrek	c	1	1	0	-1.0"
"zapisaÄ‡	c	0	0	0	-1.9"
"uszczÄ™Ĺ›liwiÄ‡	c	1	1	1	-1.0"
"demoniczny	m	1	-1	-1	-1.0"
"miejsce	c	1	1	0	3.6"
"wyborca	c	1	1	-2	-7.0"
"przypadek	c	0	-1	0	3.3"
"Ĺ‚atwowierny	m	1	-1	-1	-1.0"
"uczeĹ„	c	1	1	1	-1.3"
"zaskakiwaÄ‡	m	0	0	0	3.1"
"ĹĽyczliwy	m	1	1	2	5.3"
"proch	c	0	1	0	-4.6"
"spoĹ‚ecznie	m	1	1	-1	-0.9"
"fragment	c	1	1	0	2.2"
"czuĹ‚y	m	1	-1	2	-2.2"
"ania	c	1	1	0	-1.0"
"wesolutki	m	1	1	1	-1.0"
"chorobotwĂłrczy	c	1	-1	0	-2.6"
"przyprawa	c	1	-1	2	0.5"
"uniwersalistyczny	c	1	-1	-1	-1.0"
"czwarty	c	0	0	0	0.5"
"ograniczenie	c	1	1	-1	-1.0"
"bank	c	0	0	0	-0.9"
"siedziba	c	0	0	0	-3.7"
"laleczka	c	1	1	0	-1.0"
"niezbÄ™dny	c	0	0	0	-2.0"
"tyle	c	0	-1	1	4.8"
"rozwlec	m	1	-1	-1	-1.0"
"zwyciÄ™zca	c	1	1	0	-4.4"
"wygĹ‚osiÄ‡	c	0	0	0	1.3"
"ubezpieczyÄ‡	c	0	1	0	-1.0"
"jakoĹ›Ä‡	c	0	0	0	-0.4"
"uprzejmy	m	0	1	1	-2.4"
"bona	c	0	1	0	-1.0"
"komentarz	c	1	-1	-1	-3.3"
"objawowa	c	1	1	0	-1.0"
"gĹ‚odny	m	1	1	-2	-3.2"
"deklaracja	c	1	-1	-1	-4.2"
"liga	c	0	0	0	-8.7"
"gĹ‚odowaÄ‡	c	1	1	-2	-2.0"
"przelotny	c	1	1	0	-2.6"
"scenariusz	c	1	1	0	0.2"
"cudnie	m	1	1	2	-0.0"
"zaĹ‚atwiÄ‡	c	0	1	0	1.0"
"tĹ‚umacz	c	0	1	1	-0.5"
"zjadliwie	m	1	-1	-1	-1.0"
"zamiennik	c	0	1	-2	-1.0"
"przesadny	m	1	-1	-1	0.2"
"nÄ™dza	c	1	-1	0	-1.5"
"odbiÄ‡	c	0	1	-2	-2.3"
"wnikliwy	m	0	1	0	-2.0"
"ochota	c	1	0	0	0.2"
"tyÄ‡	m	1	-1	-1	-1.0"
"debil	c	1	-1	-1	-0.0"
"klarowny	m	0	1	1	-1.0"
"daniel	c	1	1	1	-1.0"
"zabaweczka	c	1	1	2	-1.0"
"nieudolny	c	1	-1	-2	-2.0"
"twĂłrczy	c	0	0	-2	1.2"
"niepoprawny	c	0	1	0	-2.0"
"rĂłwnoznaczny	c	1	0	0	-2.0"
"zjawisko	c	1	-1	0	-2.8"
"oceniÄ‡	c	0	1	1	1.1"
"szaĹ‚owy	c	1	-1	-1	-1.0"
"wrĂłbel	c	1	1	0	-1.0"
"automatycznie	c	0	0	0	-2.9"
"dosadny	m	0	-1	0	-2.0"
"strata	c	0	1	-2	-1.3"
"jesienny	c	0	0	1	-5.6"
"wojsko	c	1	1	0	-5.4"
"gruby	c	0	1	0	-0.7"
"rolka	c	1	1	0	-0.0"
"psychodeliczny	m	0	1	1	0.5"
"wraĹĽenie	c	1	1	0	5.6"
"uznaÄ‡	c	1	1	-1	1.6"
"wehrmacht	c	1	1	0	-1.0"
"zalesiony	c	0	0	0	-1.0"
"maksymalnie	m	0	0	0	-3.0"
"staranny	m	1	1	1	2.9"
"stosowaÄ‡	c	1	-1	-2	-2.2"
"efekciarski	m	1	-1	-1	-1.0"
"dzieciÄ™co	m	1	1	2	-1.0"
"natryskiwaÄ‡	c	1	1	0	-1.0"
"podnieĹ›Ä‡	m	1	-1	-1	-1.7"
"miejscowoĹ›Ä‡	c	0	1	0	-1.2"
"wariat	c	1	1	-1	-1.5"
"karczma	c	1	0	2	-1.0"
"entuzjastycznie	m	1	-1	2	-0.0"
"zaskoczyÄ‡	c	1	1	0	0.4"
"pĹ‚ytka	m	0	0	0	0.3"
"bogato	m	1	1	0	-1.0"
"oddzielny	c	0	0	0	-2.0"
"kwestionowaÄ‡	c	0	-1	0	-1.9"
"jednostajny	m	0	0	0	-1.0"
"zysk	c	1	1	0	-0.0"
"krajoznawczy	m	0	1	0	-1.0"
"krĂłlowa	c	1	1	0	0.8"
"czynny	m	0	1	0	-2.5"
"dwukrotnie	m	0	0	-1	-4.0"
"sĹ‚Ăłw	c	1	1	0	-1.0"
"zdrobniale	m	1	-1	0	-1.0"
"bogaty	m	0	1	0	3.2"
"namolny	m	1	-1	-1	-1.0"
"wioska	c	0	1	0	-0.3"
"estetycznie	m	1	1	2	2.7"
"ten	m	0	1	0	4.4"
"szeroki	m	0	1	0	3.3"
"pilnie	c	1	1	0	-2.5"
"zadaÄ‡	c	0	1	1	-3.2"
"malutki	m	1	-1	0	-0.8"
"nadwaga	c	1	1	0	-0.8"
"pomaraĹ„czowy	c	0	-1	-1	-0.9"
"doiÄ‡	c	1	-1	0	-1.0"
"wyĹ‚oniÄ‡	c	0	0	0	-3.0"
"wyraz	c	0	-1	-2	2.3"
"ekspresyjny	m	1	1	1	-0.5"
"zaliczaÄ‡	c	0	0	0	-4.8"
"obdarty	m	1	-1	-1	-1.0"
"ceremonia	c	0	1	0	-0.0"
"maskotka	c	1	1	-1	-1.0"
"obraĹşliwy	c	1	-1	0	-5.9"
"sprzedajÄ…cy	c	0	1	1	-1.0"
"wrzeÄ‡	c	0	0	0	-1.0"
"dziesiÄ…ty	c	0	0	0	-4.0"
"zdziwiony	c	1	-1	0	-3.6"
"wybitny	c	1	1	1	3.3"
"ciÄ…gĹ‚y	m	1	0	0	-4.5"
"nieadekwatny	c	1	-1	0	-0.0"
"pisaÄ‡	c	0	0	0	5.8"
"ksiÄ…dz	c	1	-1	-2	2.6"
"stosunek	c	1	1	0	0.2"
"rozrzutny	m	1	-1	1	-1.0"
"zabawa	c	1	-1	0	6.8"
"klinowaty	m	1	-1	-1	-1.0"
"zakaĹ„czaÄ‡	c	1	1	0	-1.0"
"dĹ‚uuuugi	m	1	1	0	-1.0"
"wewnÄ™trzny	m	0	-1	-1	1.0"
"szczegĂłĹ‚owy	m	0	1	1	-2.1"
"przejaw	c	1	0	0	-2.8"
"doroĹ›le	m	0	1	0	-1.0"
"narkotyczny	m	1	-1	-2	-1.0"
"straĹĽnik	c	1	1	0	-1.5"
"krzak	c	0	1	1	-4.0"
"wieĹşÄ‡	c	1	1	0	-0.3"
"wygodnie	m	1	1	0	1.0"
"cieleĹ›nie	m	0	0	0	-1.0"
"scaliÄ‡	c	0	0	0	-1.0"
"soczysty	c	1	-1	0	2.5"
"odnaleĹşÄ‡	c	0	0	0	5.2"
"piwnica	c	1	1	0	0.5"
"pradawny	m	1	1	-1	-1.0"
"znaczÄ…cy	c	0	1	1	-3.9"
"apokalipsa	c	1	1	0	-1.0"
"wszystek	m	0	0	0	9.8"
"mina	c	0	0	0	-2.4"
"przybliĹĽyÄ‡	c	0	0	0	-2.0"
"okazja	c	1	0	0	7.2"
"kiczowaty	m	0	-1	-1	1.0"
"rejestr	c	0	0	0	0.3"
"drastycznie	m	1	-1	-1	-2.0"
"kieĹ‚basa	c	1	-1	1	1.5"
"inwestor	c	0	0	0	-4.5"
"furtka	c	1	0	0	-0.0"
"zmiana	c	0	-1	-1	0.4"
"policja	c	1	1	0	-3.6"
"pudelek	c	0	1	0	-1.0"
"przedmiot	c	0	1	0	4.7"
"naturalny	m	1	0	1	4.3"
"zaprzeczyÄ‡	c	1	1	-1	-5.4"
"wytypowaÄ‡	c	0	1	0	-2.0"
"przypiÄ…Ä‡	c	1	1	0	-0.0"
"partyjny	c	1	1	-2	-5.0"
"ostroĹĽny	m	0	1	1	-4.4"
"kulturystyka	c	1	1	1	-1.0"
"kompletnie	m	0	0	0	0.9"
"kĹ‚opot	c	0	1	1	-1.5"
"leniuchowaÄ‡	c	0	0	0	-1.0"
"wspominaÄ‡	c	1	1	1	4.7"
"szpital	c	1	1	1	-1.6"
"perfekcja	c	0	-1	0	1.5"
"nieco	m	0	1	-1	5.1"
"podniebny	m	0	-1	0	-1.0"
"marzyÄ‡	c	1	1	0	1.5"
"zĹ‚oĹĽony	m	0	0	0	-2.4"
"widzialny	m	0	0	0	-3.6"
"adekwatny	c	1	1	0	1.8"
"przejÄ™cie	c	0	-1	0	-2.6"
"pracowity	m	1	1	1	-2.0"
"usĹ‚uga	c	1	-1	0	2.4"
"klaĹ›niÄ™cie	c	1	1	0	-1.0"
"trafiÄ‡	c	0	-1	0	0.7"
"zĹ‚oĹĽe	c	1	-1	0	-1.0"
"wytrawny	m	0	1	1	-1.0"
"rower	c	0	1	0	0.4"
"ĹĽĂłĹ‚tawy	c	0	0	0	-2.0"
"cwany	m	1	1	0	-1.0"
"mĹ‚odo	m	1	1	2	-0.6"
"malowniczy	m	0	1	0	1.5"
"zamulaÄ‡	c	1	0	0	-2.0"
"jezus	c	1	1	0	-1.0"
"urodziwy	m	1	1	1	-2.0"
"cenny	m	0	1	0	2.6"
"dziura	c	0	0	0	-2.9"
"dwumetrowy	m	0	0	0	-0.0"
"wystarczaÄ‡	c	1	-1	0	0.5"
"zmieniaÄ‡	c	1	1	2	2.6"
"caĹ‚y	m	0	0	0	5.7"
"samotnia	m	0	-1	0	-0.5"
"wstrzymaÄ‡	c	0	-1	0	-3.0"
"osiÄ…galny	m	1	1	1	-2.6"
"wywiesiÄ‡	c	0	0	0	-2.0"
"mleko	c	0	1	0	-1.9"
"wystarczajÄ…co	m	0	0	0	0.8"
"sympatyczny	m	1	1	2	3.3"
"zbĂłj	c	1	-1	-1	-1.0"
"proroczy	m	1	-1	0	-2.0"
"korona	c	0	0	0	1.5"
"wĹ‚ĂłczyÄ‡	c	1	1	0	-2.0"
"liczba	c	0	1	0	-3.4"
"nieograniczony	c	0	0	0	-0.6"
"rĂłwnolegĹ‚obok	c	0	0	0	-1.0"
"zapis	c	0	1	0	-2.6"
"milusiĹ„ski	m	1	-1	0	-1.0"
"idealistyczny	m	1	1	-1	1.0"
"podĹ‚Ä…czyÄ‡	c	0	0	0	-4.0"
"podstawa	c	0	1	0	3.0"
"naukowiec	c	0	1	2	-8.6"
"radio	c	0	0	0	-0.3"
"narodowy	c	0	1	-1	3.1"
"koszmar	c	0	-1	-2	-5.5"
"odzwierciedliÄ‡	c	0	1	0	-1.0"
"zgĹ‚osiÄ‡	c	0	0	0	-1.5"
"obsadziÄ‡	c	1	1	2	-3.0"
"wymagaÄ‡	c	0	-1	0	0.5"
"nudno	c	1	-1	-1	-3.0"
"zakĹ‚adaÄ‡	c	0	0	0	-0.2"
"dzieciak	c	0	0	0	1.4"
"ostatni	c	0	0	0	3.6"
"Ĺ›ledziÄ‡	c	1	-1	0	-5.4"
"wypadek	c	1	0	0	-1.3"
"likwidacja	c	0	-1	0	-4.6"
"doĹ›wiadczony	m	1	1	1	-3.8"
"towarzyszyÄ‡	c	1	-1	0	1.7"
"studium	c	0	0	0	4.2"
"zamierzyÄ‡	c	0	0	0	-1.4"
"wyrzut	c	1	1	0	-5.3"
"skoĹ„czony	m	1	0	0	-1.2"
"opinia	c	1	1	1	1.0"
"dziecko	c	1	1	-1	1.6"
"laptop	c	0	0	0	-1.0"
"umiejscowiÄ‡	c	1	-1	0	-0.6"
"ponownie	c	0	0	0	0.3"
"nÄ™dzny	c	1	-1	-1	-1.0"
"wyrosnÄ…Ä‡	m	1	-1	0	-0.0"
"egzaltowany	m	1	1	1	-1.0"
"kocioĹ‚	c	1	1	0	-3.6"
"niemen	c	1	1	0	-1.0"
"wiÄ™kszoĹ›Ä‡	c	0	-1	0	-0.3"
"zorientowaÄ‡	c	1	-1	0	-4.9"
"zaprojektowaÄ‡	c	1	-1	0	1.0"
"odlegĹ‚y	m	1	1	1	-0.5"
"rzeczywisty	m	0	0	0	2.6"
"zbliĹĽony	c	0	0	0	-2.2"
"maciej	c	1	1	0	-1.0"
"sĹ‚awny	m	1	1	1	1.4"
"noga	c	0	0	0	0.9"
"zdecydowanie	c	1	0	0	1.9"
